timestamp,machine_id,temperature_C,vibration_level,machine_runtime_hours,inventory_level_units,pending_orders,supplier_id,supplier_lead_time_days,supplier_quality_score,supplier_reliability_index,fuel_price_index,port_delay_days,market_demand_index,weather_disruption_score,risk_probability,risk_label
51:40.0,MCH_199,70.00318843,39.86336129,81.62240004,1144,439,SUP_106,5.977708065,93.92585745,0.897353425,1.088916086,1.305412903,0.504469362,4.269436628,0.591194124,Medium
51:40.0,MCH_105,67.13020358,49.25439666,144.3978842,1191,400,SUP_106,5.016331426,70.02735303,0.887097145,1.303944276,4.829150088,0.856019521,7.912917224,1,High
51:40.0,MCH_113,69.50393587,57.33867992,116.0736455,1175,453,SUP_106,4.176947463,89.96484349,0.798517206,1.04893994,4.284264792,0.761748691,4.512043847,1,High
51:40.0,MCH_119,72.72990471,45.07609423,89.00924335,960,449,SUP_149,5.354152089,94.19624934,0.938448759,1.288723819,0.986801649,0.752958735,3.311694671,0.430925172,Low
51:40.0,MCH_177,72.75835751,29.97793551,89.40035074,880,125,SUP_126,6.100585654,77.73234408,0.753612674,1.478053004,1.290746578,0.774514485,8.642505852,0.715118376,Medium
51:40.0,MCH_231,72.7967248,24.29585785,165.7060471,652,156,SUP_137,5.434160799,71.0576237,0.870281511,1.24961858,0.132969643,0.909599412,5.125795342,0.248316808,Low
51:40.0,MCH_145,61.54676792,47.20123611,57.71658629,991,503,SUP_122,2.893666927,94.26327312,0.885152143,1.044568448,0.04536775,0.829597039,3.140657353,0.197291779,Low
51:40.0,MCH_248,70.36975881,46.90800114,183.4390943,822,321,SUP_129,6.271849516,80.54852066,0.969362748,1.239704234,1.906988958,0.760867177,9.489069045,0.864060999,High
51:40.0,MCH_80,71.39167531,37.730378,60.03494698,350,464,SUP_144,4.965315203,76.80503774,0.761853644,1.028078605,1.602559558,0.551861968,0.083229879,0.669423068,Medium
51:40.0,MCH_69,68.43458654,58.71662262,96.09289833,1338,428,SUP_113,3.191072895,92.64508711,0.728279283,1.084685775,2.827741825,0.711364608,3.342670242,1,High
51:40.0,MCH_91,66.96611127,50.60965959,133.9232391,418,591,SUP_121,3.028010014,82.36041155,0.896592825,1.152903464,2.891103407,0.60982623,3.369615123,1,High
51:40.0,MCH_136,75.07860858,56.87609845,75.72593386,542,196,SUP_136,6.926911427,70.78756388,0.993231251,0.946566295,4.051913898,0.601293693,0.081652297,1,High
51:40.0,MCH_151,65.67483227,25.81815893,130.276156,1498,258,SUP_122,3.467506306,82.59511589,0.711509104,1.065735189,1.672967934,0.62178418,8.125402834,0.861746653,High
51:40.0,MCH_148,64.50685732,42.92341095,99.31610176,750,588,SUP_141,4.129148568,91.7722348,0.950543778,1.001473483,2.241675016,0.956004181,0.459726306,0.738976385,Medium
51:40.0,MCH_109,70.49709943,55.94723123,145.3638999,1027,174,SUP_131,6.521282519,72.79881931,0.87747394,1.122637394,0.921385357,0.706040379,7.120715243,0.566661922,Medium
51:40.0,MCH_237,75.06794432,23.72134843,104.683407,686,586,SUP_117,3.274219341,82.7505024,0.918939487,1.427358229,0.244838127,0.602385101,8.968882115,0.350343178,Low
51:40.0,MCH_68,72.28052589,34.2674569,63.7976438,1084,542,SUP_131,3.352427611,83.87918619,0.838329553,1.090076839,2.753212676,0.81667128,0.769293547,0.906974425,High
51:40.0,MCH_53,76.71696861,48.28354382,138.6967967,1346,162,SUP_142,4.307097736,75.56778327,0.82307737,1.272012464,0.474180872,0.607853508,2.014576756,0.334774879,Low
51:40.0,MCH_121,72.89461202,46.44855607,56.39478157,646,429,SUP_106,5.786847286,84.97014017,0.743226679,1.067691299,3.309251916,0.909729846,8.962815724,1,High
51:40.0,MCH_222,72.78195873,24.56128478,127.605627,1400,493,SUP_130,6.514503988,85.39663931,0.732819299,1.05836952,4.595002651,0.809203991,3.668679263,1,High
51:40.0,MCH_168,71.51321352,28.86004464,117.5562449,1040,276,SUP_149,4.758725419,70.24202341,0.892830653,1.356327792,2.984495299,0.912864543,3.101263736,1,High
51:40.0,MCH_234,68.80078662,42.24313048,196.2393857,1314,498,SUP_139,2.050349475,86.63602148,0.813884013,1.486749914,1.458681865,0.783937601,9.859477249,0.790970884,High
51:40.0,MCH_82,70.99088654,27.02192965,69.6468847,566,546,SUP_136,6.604033943,80.02624526,0.869144709,1.083715485,3.529479871,0.546789092,5.679152498,1,High
51:40.0,MCH_207,67.11040104,35.2249968,67.26064277,1203,189,SUP_134,5.090061664,81.65652765,0.847448095,1.477587277,4.050143292,0.458951556,1.987006813,1,High
51:40.0,MCH_188,72.91718934,51.60170456,112.2864435,803,124,SUP_100,5.22929746,81.69397987,0.792037775,1.310035696,0.85822431,0.926423542,9.978206829,0.587779409,Medium
51:40.0,MCH_225,78.45615391,31.27279085,186.0514173,1169,534,SUP_100,3.311933732,79.46960257,0.750453733,1.196388912,4.592353086,0.66242174,8.719111038,1,High
51:40.0,MCH_70,69.0869753,48.59966549,71.18087127,1484,274,SUP_117,3.332866813,91.73368955,0.851531856,1.468801538,4.316807338,0.863313371,8.828493309,1,High
51:40.0,MCH_132,76.76023842,30.30437259,112.7596129,553,551,SUP_147,4.159752069,73.46651163,0.798160604,1.166462859,4.407254044,0.787783886,8.368348671,1,High
51:40.0,MCH_66,82.37431743,30.94124853,127.8946837,933,422,SUP_120,2.664807,90.42404608,0.768960778,1.024440306,0.041984558,0.582028952,9.159411781,0.371260214,Low
51:40.0,MCH_215,67.35592284,59.82588287,153.7652798,417,238,SUP_137,5.576729646,82.49730481,0.930324097,1.492482971,3.901965806,0.486006681,7.190189636,1,High
51:40.0,MCH_70,56.13669762,58.75732268,103.3889037,1100,230,SUP_106,2.942199961,85.88286257,0.763227682,1.255574267,2.904279476,0.813200376,2.542364266,1,High
51:40.0,MCH_59,63.20696497,37.44222657,134.5737626,1009,297,SUP_105,4.337494493,79.50290128,0.929902739,1.073050729,3.628290495,0.677822293,1.134789946,1,High
51:40.0,MCH_195,71.34276952,40.85206829,199.7384969,1022,383,SUP_104,4.679345216,75.64702684,0.918440279,1.050251893,2.413257316,0.643189933,1.586327126,0.804582421,High
51:40.0,MCH_213,76.10172757,50.45242305,55.40955127,944,245,SUP_100,3.267551211,72.56327891,0.78884496,1.292006423,1.025025154,0.536213346,1.300233119,0.491905253,Low
51:40.0,MCH_72,67.92080459,27.74457874,172.8025382,337,148,SUP_133,2.005773905,90.79203548,0.941667174,0.937218393,1.568672929,0.833598224,6.497107286,0.666595877,Medium
51:40.0,MCH_212,63.40603521,57.66265526,159.5114047,1008,260,SUP_143,6.908677897,76.64007076,0.949555507,1.308251663,1.138054362,0.746234525,6.78332283,0.584701737,Medium
51:40.0,MCH_159,67.1990636,51.12568357,170.3898656,1432,276,SUP_124,6.197612651,74.53295875,0.804906212,1.224684303,3.753248101,0.588015169,3.897270423,1,High
51:40.0,MCH_134,68.39274148,56.97920597,114.7935594,593,210,SUP_131,4.193388787,76.46282679,0.800629755,1.100207543,1.539987416,0.864061582,3.7950171,0.633642568,Medium
51:40.0,MCH_115,70.63878064,36.66747399,188.3891648,1414,592,SUP_101,5.311295849,93.26193344,0.701314182,1.226627644,3.788694489,0.896813456,4.310631462,1,High
51:40.0,MCH_141,74.37852218,47.1650793,129.0835163,1055,241,SUP_111,5.647428672,93.91701886,0.981767904,1.360362788,4.291753401,0.682784906,4.72200252,1,High
51:40.0,MCH_61,71.49339998,41.08051108,143.9793394,962,583,SUP_139,3.23455897,87.84050482,0.724526624,1.095017903,4.763421964,0.523911095,7.587726443,1,High
51:40.0,MCH_249,74.49813717,41.53659678,102.7107066,889,299,SUP_123,2.929762891,83.76339377,0.841326776,1.490908772,1.512332114,0.942710321,6.541598871,0.739921971,Medium
51:40.0,MCH_244,66.01984321,22.85155068,96.81031951,1373,232,SUP_121,3.904062344,77.73493244,0.718719065,0.943199915,1.962080349,0.773670766,3.584520877,0.784541046,High
51:40.0,MCH_114,70.90647837,37.78176561,56.01079047,1341,485,SUP_132,2.088390888,89.75258938,0.71680092,1.102039091,1.002442459,0.872858298,4.423325017,0.542012392,Medium
51:40.0,MCH_114,68.94339245,57.30790259,155.7965756,1203,467,SUP_131,4.211342838,86.00815415,0.889147851,1.061209619,4.931752497,0.804150753,4.876530528,1,High
51:40.0,MCH_234,69.00659406,43.07345064,181.0776272,763,337,SUP_114,2.37887593,73.04629942,0.77462556,1.429369711,0.27435775,0.712296446,4.554220671,0.359749213,Low
51:40.0,MCH_235,66.68043212,21.84023009,83.09005516,1235,567,SUP_113,5.02777565,75.78646842,0.927840665,1.387740393,4.104337161,0.400732518,7.159707395,1,High
51:40.0,MCH_190,64.19361524,35.78533027,115.7833367,511,552,SUP_107,2.910990285,86.63840993,0.987767622,0.931401838,0.680628355,0.569463482,6.13089622,0.386902722,Low
51:40.0,MCH_84,65.751566,38.39811806,139.0563164,899,354,SUP_135,2.99508877,81.03854395,0.9850768,0.956543745,1.258491137,0.648669272,9.330270043,0.645081986,Medium
51:40.0,MCH_67,66.66826446,47.10362865,121.0661887,983,477,SUP_126,3.195599834,72.57927236,0.842612522,1.099307195,3.856280674,0.75449143,3.754725697,1,High
51:40.0,MCH_229,67.49965086,34.27203127,70.19083206,1275,138,SUP_102,6.542498052,94.4766119,0.855415349,1.003365694,2.011386402,0.942403393,0.618727327,0.728321761,Medium
51:40.0,MCH_166,73.08482962,55.06990035,157.1477933,1216,439,SUP_125,5.782958045,81.6724457,0.953772262,1.49306775,4.38451235,0.998153601,2.061891289,1,High
51:40.0,MCH_128,67.47368101,42.07915532,61.85445391,533,166,SUP_138,5.829960661,93.68353595,0.906055087,1.19099618,3.9406042,0.815762296,3.472690734,1,High
51:40.0,MCH_240,68.18218087,39.72772082,89.68113273,860,549,SUP_129,3.712709371,80.50669859,0.710027861,1.178148998,4.97106878,0.481042829,5.911950972,1,High
51:40.0,MCH_179,65.54519945,46.34680012,87.71981443,546,301,SUP_148,4.81813095,79.56104306,0.917987402,1.278669275,4.944031148,0.448219404,3.970381099,1,High
51:40.0,MCH_63,66.07038428,59.41091948,103.9575572,631,424,SUP_148,5.035321471,81.23523894,0.786040862,1.181655322,2.502037282,0.540623239,8.028180794,1,High
51:40.0,MCH_169,73.30897981,33.9800696,129.1191644,829,257,SUP_109,6.297000321,89.62393426,0.736143474,1.269304282,3.777777765,0.788055293,6.434217324,1,High
51:40.0,MCH_109,68.1446534,30.48823647,186.08017,369,544,SUP_131,2.304055884,89.93157081,0.868038386,0.974783607,4.178742457,0.860415075,7.443120616,1,High
51:40.0,MCH_121,65.11573717,20.16359053,157.6583055,685,248,SUP_145,6.62730563,91.37841031,0.917376572,1.14399039,1.269779446,0.61665983,5.753229285,0.573724784,Medium
51:40.0,MCH_81,75.1858315,58.68119193,129.332578,1025,551,SUP_101,6.955413868,87.17037872,0.867147093,1.093540133,4.325733799,0.66875363,9.598921434,1,High
51:40.0,MCH_239,72.92555572,58.42816902,164.7216659,752,376,SUP_145,6.799187929,92.85316456,0.972376575,0.903151791,4.800282135,0.90058443,4.627377687,1,High
51:40.0,MCH_247,71.94918658,51.36439343,53.33213857,1336,445,SUP_140,4.166083575,85.44454238,0.918190751,1.428618763,4.534619018,0.866820844,9.150446454,1,High
51:40.0,MCH_208,70.254223,39.75056522,172.1959787,1379,230,SUP_134,2.386764362,85.62976666,0.718527525,1.206185018,0.620775996,0.402422293,9.06980228,0.519919606,Medium
51:40.0,MCH_51,68.28943166,45.14138706,77.513233,493,115,SUP_143,5.800428664,88.00890915,0.720613749,1.041506125,2.918385286,0.80636715,1.759608287,1,High
51:40.0,MCH_210,75.06610747,37.16836334,90.17982974,778,429,SUP_100,3.799529349,90.05193707,0.715644192,1.009294836,1.32852547,0.915978282,2.758122699,0.605361599,Medium
51:40.0,MCH_223,69.21032227,48.30500247,198.9837043,1014,196,SUP_147,5.405335309,78.37861865,0.751358132,1.370496957,0.717937216,0.421954883,0.52216757,0.359911462,Low
51:40.0,MCH_218,72.63322605,58.75929177,53.34559204,733,189,SUP_126,6.795139024,83.06928463,0.701913551,1.295124819,4.498835807,0.45936472,2.573463209,1,High
51:40.0,MCH_217,67.46094343,26.4669039,57.08003205,1333,490,SUP_119,5.873511017,81.23997695,0.830905071,1.037485235,3.81807608,0.88712659,5.860083029,1,High
51:40.0,MCH_124,73.67397872,59.9151572,165.3878624,533,106,SUP_136,4.946460674,75.46267844,0.761594898,1.250735747,2.469127409,0.461403491,4.29913535,0.949355311,High
51:40.0,MCH_246,72.59524596,27.56041332,136.1698369,1092,210,SUP_136,4.038985156,80.27989647,0.815002522,1.365579837,4.184564399,0.622742676,2.518724303,1,High
51:40.0,MCH_205,68.36692032,54.43440868,153.1837554,757,482,SUP_115,4.162200687,80.0001717,0.734230927,1.461851172,4.971137559,0.46503755,9.818211733,1,High
51:40.0,MCH_194,68.5693819,20.53959293,176.5421175,1463,346,SUP_124,5.81882302,85.37428612,0.780538425,1.426399363,3.552690633,0.440858773,4.036233299,1,High
51:40.0,MCH_159,76.05968534,32.67303826,56.95261634,1079,238,SUP_134,2.410104855,80.91320079,0.888238991,1.098923715,3.304344658,0.550694344,6.170424624,1,High
51:40.0,MCH_100,72.00136299,42.29340134,95.30149106,848,309,SUP_135,2.308389798,72.89442504,0.819966488,0.947900673,2.37285058,0.72134387,3.52244169,0.873387089,High
51:40.0,MCH_127,70.01929441,45.62258299,71.17580583,524,184,SUP_140,6.06366984,77.79408851,0.818555322,1.259131512,4.002921706,0.933212327,3.079333044,1,High
51:40.0,MCH_215,74.89134568,20.84791699,62.4008884,1140,468,SUP_127,6.146999235,71.4484852,0.963345311,1.452283258,1.376776078,0.699542559,7.157848167,0.647700046,Medium
51:40.0,MCH_54,79.11012839,39.16480169,90.64852138,1431,140,SUP_129,3.850675332,93.46411761,0.71346534,1.030171793,0.992433033,0.885274605,3.648164968,0.560325422,Medium
51:40.0,MCH_98,63.14710433,39.27397732,73.06904512,1421,209,SUP_142,6.958754516,70.44350511,0.752298004,1.127350418,2.180654979,0.892306364,7.001978933,0.90154483,High
51:40.0,MCH_248,70.62411092,57.76655247,120.6555617,934,151,SUP_103,3.770456396,94.34841018,0.90164194,0.92970618,1.436583187,0.60654104,3.096544905,0.625162281,Medium
51:40.0,MCH_161,56.2193693,25.68459984,103.3636068,579,441,SUP_117,4.567399869,71.73243332,0.859883804,1.354175593,1.469045747,0.456548684,8.015331829,0.746328988,Medium
51:40.0,MCH_191,66.26115373,32.1076195,136.5457526,948,140,SUP_107,2.225278628,80.85055051,0.902487645,1.445281477,4.946377119,0.684875528,1.849484568,1,High
51:40.0,MCH_143,59.47251345,41.52288855,54.06278581,768,470,SUP_144,4.64839966,70.2101494,0.817425164,1.218157193,1.834096604,0.515103066,5.421245692,0.783102283,High
51:40.0,MCH_94,71.00248465,55.73094122,58.21277086,782,160,SUP_141,6.470946993,70.06335579,0.712494629,0.919952666,3.321813769,0.633101969,7.620312617,1,High
51:40.0,MCH_236,64.43745834,21.01408423,161.3972085,1232,538,SUP_125,6.807963609,84.36682244,0.850087211,1.146881584,3.493160222,0.895063158,0.771099664,1,High
51:40.0,MCH_52,70.13292162,22.88530642,71.28448009,400,366,SUP_145,3.613487024,78.56657754,0.952586546,1.478969213,4.609685617,0.842767811,1.946135349,1,High
51:40.0,MCH_70,69.61138903,21.50067454,177.6064881,614,190,SUP_112,3.132130382,90.62062381,0.924208265,1.171233759,3.554755941,0.922457973,7.900295331,1,High
51:40.0,MCH_141,69.62801731,23.29021844,147.7330604,420,543,SUP_136,2.319307116,82.41135496,0.718360338,1.247937047,0.211585918,0.688571894,1.666919374,0.275023924,Low
51:40.0,MCH_193,66.26653219,27.71476692,83.60032753,1447,460,SUP_102,4.273038898,83.21566664,0.833157876,1.16797357,4.653145401,0.864582432,1.154447788,1,High
51:40.0,MCH_124,74.42416772,59.56606547,118.1615143,1211,275,SUP_111,2.37090454,71.65968318,0.986383884,1.490065825,4.773379099,0.63046438,8.016393055,1,High
51:40.0,MCH_142,63.20298478,44.68287359,85.3309119,1075,245,SUP_119,4.549202939,74.17946193,0.774615222,0.904280939,4.917592973,0.61935914,9.976335034,1,High
51:40.0,MCH_197,69.62342719,31.83889106,131.1098689,1321,571,SUP_100,4.63872891,70.23331832,0.802003356,0.913552215,3.044238043,0.510711311,7.535690271,1,High
51:40.0,MCH_165,69.62862933,47.75936181,144.9974771,791,184,SUP_100,6.247577092,74.43162406,0.877727505,1.033874909,2.442893179,0.42555162,2.785369701,0.888024061,High
51:40.0,MCH_58,75.67684199,21.86848355,129.3826984,1015,101,SUP_112,2.468546491,71.11038068,0.949416361,1.370312589,3.702617293,0.778632394,0.580237046,1,High
51:40.0,MCH_241,65.3425986,56.6342221,107.9485092,454,426,SUP_132,5.96243001,88.57862907,0.950375733,1.316355191,2.331108873,0.54243446,5.312774188,0.896485593,High
51:40.0,MCH_120,75.83729882,20.92158347,70.16656608,776,566,SUP_142,5.34716904,81.52323283,0.831033368,1.21432563,4.261263886,0.823041657,9.280644859,1,High
51:40.0,MCH_213,73.44033226,35.25168794,139.9766966,588,518,SUP_134,5.390401324,91.98434622,0.985056215,1.287159979,0.01894968,0.58809212,2.563024444,0.161471307,Low
51:40.0,MCH_244,76.00712838,26.92687361,153.7474826,540,142,SUP_140,4.14212581,85.12032579,0.922314217,1.235480477,2.361898553,0.834804269,3.001834776,0.804409859,High
51:40.0,MCH_120,63.37123573,32.86962685,102.4283803,760,101,SUP_146,4.913081809,70.3888569,0.978314335,1.450498396,2.102049399,0.943266563,2.647473494,0.791052189,High
51:40.0,MCH_103,71.20945047,49.41831076,88.25777384,1226,480,SUP_107,4.934752197,89.59686192,0.861463711,1.160142501,4.652714143,0.661234898,3.751613861,1,High
51:40.0,MCH_172,73.15963132,54.71523214,154.5706082,719,348,SUP_116,6.4346458,76.74453919,0.711995474,1.410941718,0.898167624,0.712092243,3.035265393,0.463792487,Low
51:40.0,MCH_118,74.89260154,46.13134033,155.1922847,361,382,SUP_124,4.395062112,70.83960051,0.709980223,1.268940317,2.541638772,0.610092337,1.652230311,0.914281814,High
51:40.0,MCH_141,67.93296774,53.5887354,106.5107828,556,256,SUP_144,3.314532006,78.8148705,0.925898881,0.90038662,4.378206316,0.606886525,9.60387796,1,High
51:40.0,MCH_219,72.04491218,24.00402261,131.8109695,1068,237,SUP_122,6.352106455,82.39502469,0.780688874,1.042226297,0.628671671,0.448175417,7.26264588,0.514107339,Medium
51:40.0,MCH_74,64.49523578,52.02014684,109.5648881,911,411,SUP_139,6.482156883,94.5023362,0.900412276,0.961737779,0.898519093,0.604872494,9.191521826,0.575524087,Medium
51:40.0,MCH_97,64.71644352,39.54612239,103.5885797,1418,383,SUP_142,5.080581255,91.60737604,0.839782972,1.343934644,0.341224602,0.495840577,1.64544564,0.223013819,Low
51:40.0,MCH_99,64.74116045,35.38642725,158.1186574,875,197,SUP_126,3.260175849,71.1355618,0.83063461,1.474876862,2.989068749,0.611509776,4.030718088,1,High
51:40.0,MCH_103,78.17651981,38.39530649,59.4558676,1220,567,SUP_130,4.952487936,74.54013934,0.974632656,0.998603881,1.487380903,0.788801025,2.911115294,0.57482453,Medium
51:40.0,MCH_235,57.69656147,54.1929135,170.0887991,806,350,SUP_143,6.615511477,92.19275876,0.958337347,1.410413349,2.002470006,0.678384486,5.5234848,0.763607992,High
51:40.0,MCH_64,65.39595864,46.77416415,165.3911197,503,409,SUP_147,3.763277929,90.12479166,0.956422161,1.452089686,3.266174521,0.797655839,5.534337907,1,High
51:40.0,MCH_216,65.0720595,31.41101964,71.16453414,522,327,SUP_125,2.050979923,85.45764953,0.750660216,1.488240689,1.379511031,0.575294415,7.176088892,0.729217369,Medium
51:40.0,MCH_55,67.0907445,46.95189911,98.37512034,1305,260,SUP_112,3.043757965,75.26623092,0.932988295,1.492061533,4.775620837,0.635408538,9.711332703,1,High
51:40.0,MCH_180,74.05588736,39.90692932,136.2358892,691,195,SUP_121,3.361210401,85.62985469,0.818685667,1.028192569,1.853517769,0.804052042,5.247760329,0.820065586,High
51:40.0,MCH_179,76.03169917,31.19632275,199.7991202,1213,419,SUP_125,6.633925633,71.76337803,0.925115852,1.065286821,1.19383835,0.908096403,9.819941526,0.645717718,Medium
51:40.0,MCH_64,73.84127415,25.95422407,72.35164905,1399,290,SUP_146,6.131918337,86.80041014,0.846989713,1.140633302,1.196192563,0.850517873,1.567358522,0.451795316,Low
51:40.0,MCH_209,66.692762,29.11789514,88.94220281,580,465,SUP_139,2.060973433,88.81913729,0.903539144,1.040274294,4.314486258,0.993836787,9.071485097,1,High
51:40.0,MCH_138,69.25058658,54.34553077,178.2647108,314,341,SUP_146,6.939509268,92.62416636,0.761163877,1.093361211,2.536993872,0.807762836,2.339897705,0.996016983,High
51:40.0,MCH_174,74.34556329,37.3295765,137.9098044,1383,587,SUP_139,6.970069364,90.83437108,0.901441265,1.254815552,2.024750427,0.841001401,0.010565587,0.72985573,Medium
51:40.0,MCH_211,78.57094795,24.25579499,165.712025,1469,387,SUP_114,2.523717598,92.01616283,0.986754274,1.095471077,3.290593254,0.408932497,7.400818727,1,High
51:40.0,MCH_203,67.93047791,38.55306913,139.8775173,1167,444,SUP_125,6.614375484,92.86852057,0.952137425,1.211336,4.91419207,0.977317189,9.124229512,1,High
51:40.0,MCH_96,61.26891416,20.86419006,113.6614084,353,109,SUP_101,3.305584551,73.56104778,0.819284104,0.913998366,1.249019792,0.832760082,4.667337304,0.54747352,Medium
51:40.0,MCH_206,64.87416096,53.40871519,167.3020721,1207,409,SUP_105,4.257668351,78.4209044,0.923503205,0.902667805,2.032900674,0.7415477,0.720499135,0.682248303,Medium
51:40.0,MCH_179,58.58360775,52.08428706,78.04474065,1163,357,SUP_134,4.791852436,73.38788397,0.94113823,1.076835542,1.612395291,0.951467542,8.981225701,0.71471506,Medium
51:40.0,MCH_203,73.56894486,40.17749896,59.93309451,785,238,SUP_113,2.454945898,82.22840463,0.978355254,1.110402719,0.148707104,0.855253995,4.342659337,0.233532043,Low
51:40.0,MCH_67,66.27117249,58.1464302,110.6350722,1373,423,SUP_121,4.793906386,81.75477831,0.855090333,1.156846264,3.27470725,0.619646297,8.802237545,1,High
51:40.0,MCH_173,75.3825203,23.66179734,132.3096618,732,103,SUP_126,5.093579277,72.56156256,0.867102191,0.916195861,1.929982538,0.649741506,6.548626306,0.765568814,High
51:40.0,MCH_61,69.6761637,38.27701695,147.2760168,550,364,SUP_135,3.289460762,85.90141695,0.756364039,1.181292197,3.451450671,0.628943049,1.724312003,1,High
51:40.0,MCH_113,71.67364024,25.38456994,131.7999233,582,216,SUP_124,6.054772507,94.42628558,0.805282771,1.368762015,3.969948367,0.530497446,0.366871059,1,High
51:40.0,MCH_85,67.22368194,50.81004101,76.23347874,673,438,SUP_117,2.501320939,74.81870986,0.853247592,1.10820252,1.951468654,0.648291424,3.657029865,0.789639311,High
51:40.0,MCH_198,64.56005186,38.48669918,173.6809308,571,451,SUP_143,5.799046432,78.44289388,0.862255601,1.405999269,3.236271923,0.974053545,7.85318267,1,High
51:40.0,MCH_203,66.89906143,50.94148109,105.7045486,1198,117,SUP_107,5.195579462,90.18383813,0.95593866,0.913326221,0.488137761,0.420852276,0.002215367,0.205475579,Low
51:40.0,MCH_73,75.84690276,44.26920211,154.2850702,1234,526,SUP_115,5.345822939,85.44560013,0.843544196,1.207136153,3.443398165,0.711385909,2.234278239,1,High
51:40.0,MCH_74,57.93608052,45.78364412,187.0974904,577,437,SUP_106,2.275240015,93.68603164,0.721051512,1.24614916,0.292942086,0.799752795,5.253015152,0.403481491,Low
51:40.0,MCH_250,69.20324763,49.47550062,161.4331752,575,250,SUP_130,2.517011924,70.22002967,0.877154773,0.985327282,2.946714596,0.970273614,7.92441287,1,High
51:40.0,MCH_163,63.87492895,50.15043185,136.7150015,1063,174,SUP_133,4.931460175,82.87467517,0.802996225,1.068494763,0.680512177,0.506486823,9.75265267,0.50798865,Medium
51:40.0,MCH_163,66.32020433,31.23206891,195.6865074,549,160,SUP_146,6.138020735,71.00978675,0.728554123,0.901935702,4.479497067,0.72766205,0.487607224,1,High
51:40.0,MCH_55,66.66257078,23.39229515,92.40280271,604,532,SUP_126,4.003309006,84.35364003,0.749948536,1.322312221,4.578793011,0.964598688,7.358288121,1,High
51:40.0,MCH_127,65.30084914,42.66211991,178.9360118,1402,384,SUP_150,3.920192055,71.38750051,0.928052564,1.277636696,3.648176647,0.809254177,4.118701277,1,High
51:40.0,MCH_232,67.7531946,27.58006171,59.12341525,1353,465,SUP_136,6.623727171,78.69347963,0.883553645,0.989478654,4.219390435,0.613121684,0.330497126,1,High
51:40.0,MCH_219,69.78464104,32.68107489,111.8148985,1026,523,SUP_112,6.451857655,71.93214094,0.79509914,1.408873611,1.48654637,0.802397388,9.941310515,0.800538792,High
51:40.0,MCH_211,78.50123717,22.31968581,172.9867679,1006,118,SUP_109,3.686101419,92.98209667,0.711344018,0.901408147,2.023214282,0.911784145,1.31535267,0.750008404,High
51:40.0,MCH_205,68.7641353,27.43898827,179.4116208,1372,251,SUP_148,4.826066192,74.34845827,0.84265916,1.019142955,0.050860537,0.592029203,1.230840947,0.137785205,Low
51:40.0,MCH_186,69.57597222,26.95520804,126.5362278,663,546,SUP_135,4.679197493,87.70826277,0.709210802,1.209821147,0.638021865,0.587126748,5.707136407,0.424404602,Low
51:40.0,MCH_198,75.66451899,53.96989534,187.9236211,1083,189,SUP_149,2.434386968,89.56105855,0.753084893,1.355840821,1.051949253,0.60095024,7.466420371,0.645967172,Medium
51:40.0,MCH_222,65.5924796,46.10658282,98.732086,1138,425,SUP_134,2.989983617,94.10349652,0.782244153,1.230149897,1.524138308,0.751591413,8.286217987,0.754151937,High
51:40.0,MCH_119,69.34189202,25.40729659,170.7004151,872,581,SUP_145,6.473732991,90.13477906,0.988529953,1.073401439,4.353740885,0.646249942,8.12185046,1,High
51:40.0,MCH_242,73.03308667,56.17303484,153.7927086,864,183,SUP_129,2.170819636,76.06762113,0.779078024,0.995750387,1.886575886,0.61941931,7.990255455,0.858203495,High
51:40.0,MCH_70,71.26395756,40.35938542,126.6731242,977,536,SUP_110,4.573003819,87.19601194,0.825975595,0.99782411,3.75961482,0.63750682,6.997328079,1,High
51:40.0,MCH_161,71.05878582,41.60086789,137.959865,723,269,SUP_134,6.991817485,87.71721129,0.755066422,1.126890265,3.834500966,0.985787655,9.922563668,1,High
51:40.0,MCH_76,69.95894612,25.23142831,101.7572102,1230,403,SUP_119,2.690258585,81.94455066,0.964354262,1.115503298,2.159215122,0.732745038,9.33024742,0.873694253,High
51:40.0,MCH_153,78.21043845,43.93593066,166.2690712,303,396,SUP_123,6.938527428,89.9774206,0.951833992,1.039751268,0.121915324,0.593777238,2.35152964,0.175035322,Low
51:40.0,MCH_189,70.24178082,21.74494431,108.5127842,1424,558,SUP_109,5.720049408,85.74307874,0.810280752,1.057472857,3.872071037,0.744412156,4.161323089,1,High
51:40.0,MCH_210,80.57765291,31.92266128,163.5905553,759,403,SUP_149,4.623895646,92.94919961,0.875320271,1.342585583,0.061246672,0.477245608,1.96784613,0.153767235,Low
51:40.0,MCH_133,64.96777965,55.42015318,60.53645412,1241,223,SUP_133,3.77245437,83.81645832,0.984745687,1.436840271,4.569743752,0.908971539,3.018897103,1,High
51:40.0,MCH_191,75.48954386,30.10538753,128.0950143,690,545,SUP_137,5.126452932,90.37512835,0.748276747,1.369185434,2.110577942,0.509228428,7.675490817,0.959582155,High
51:40.0,MCH_180,66.25392443,28.31291002,197.4034889,960,148,SUP_125,5.191160776,72.37629847,0.847766718,1.394140644,2.591052217,0.982804167,7.09192996,1,High
51:40.0,MCH_68,68.40823209,53.69091062,171.1320646,382,447,SUP_121,3.00060007,73.38817309,0.856816442,1.21430825,0.124378517,0.899989766,5.645230073,0.275765015,Low
